date,verse_title,phrase_indices,score,matches_woodruff,matches_scriptures,volume_title
"September 15, 1856 ",Deuteronomy 16:11,"[(11712, 233)]",0.71551,and History of thy church and kingdom and of thy,and thy son and thy daughter and thy manservant and,Old Testament
"September 7, 1851 ",Doctrine and Covenants 112:29,"[(20106, 2732)]",0.71544,great a Prophet and he that believeth it may be saved and he that believeth it not will be damned,And he that believeth and is baptized shall be saved,Doctrine and Covenants
"October 8, 1867 ",2 Chronicles 6:10,"[(16433, 555)]",0.7154,you in the Name of the Lord God of Israel,Israel as the Lord promised and have built the house for the name of the Lord God of Israel,Old Testament
"June 13, 1838 ",Doctrine and Covenants 76:14,"[(8010, 2523)]",0.71532,fulness of the gospel of Jesus Christ me thinks the,bear is the fulness of the gospel of Jesus Christ,Doctrine and Covenants
"December 31, 1867 ",Doctrine and Covenants 63:53,"[(16497, 2469)]",0.71523,of the Second Coming of the Son of Man are,even in the day of the coming of the Son of Man,Doctrine and Covenants
"August 28, 1846 ",Doctrine and Covenants 6:14,"[(17320, 2242)]",0.71518,Son thou hast spoken well I have all thou hast,what thou hast done for thou hast inquired of me,Doctrine and Covenants
"January 13, 1856 ",Nehemiah 7:59,"[(12522, 652)]",0.71505,to the children and the hearts of the children to,The children of Shephatiah the children of Hattil the children of Pochereth of Zebaim the children of Amon,Old Testament
"September 7, 1851 ",Doctrine and Covenants 112:29,"[(20106, 2733)]",0.71493,great a Prophet and he that believeth it may be saved and he that believeth it not will be damned,and he that believeth not and is not baptized shall be damned,Doctrine and Covenants
"January 10, 1841 ",Joseph Smith--History 1:64,"[(5820, 3260)]",0.71491,the city of New York City New York County New,"""I went to the city of New York and presented",Pearl of Great Price
"June 15, 1838 ",Joseph Smith--History 1:64,"[(8021, 3260)]",0.71491,the city of New York City New York County New,"""I went to the city of New York and presented",Pearl of Great Price
"January 13, 1856 ",2 Nephi 29:14,"[(12527, 1635)]",0.7149,of the house of Israel will be gathered That have,are of the house of Israel shall be gathered home,Book of Mormon
"April 30, 1843 ",Joseph Smith--History 1:70,"[(8443, 3283)]",0.71489,of the gift of the Holy Ghost and in no,laying on hands for the gift of the Holy Ghost,Pearl of Great Price
"July 2, 1840 ",Doctrine and Covenants 49:14,"[(7597, 2425)]",0.71479,the gift of the Holy Ghost by the laying on,Holy Ghost by the laying on of the hands of the elders of the church,Doctrine and Covenants
"January 18, 1847 ",1 Nephi 4:35,"[(17680, 1466)]",0.71469,now write but few of the words which he spake,at the words which I spake Now Zoram was the,Book of Mormon
"April 30, 1854 ",Joseph Smith--History 1:25,"[(13929, 3216)]",0.71457,I knew it was a revelation from God and that,I knew it and I knew that God knew it,Pearl of Great Price
"April 30, 1838 ",Joseph Smith--History 1:64,"[(4424, 3260)]",0.71453,that the city of New York City New York County,"""I went to the city of New York and presented",Pearl of Great Price
"April 15, 1837 ",1 Nephi 17:55,"[(1047, 1513)]",0.71451,thy tears but God thy Father be comforted for thy,the Lord thy God and honor thy father and thy,Book of Mormon
"April 19, 1847 ",Joshua 13:16,"[(21891, 272)]",0.7145,of the bank of the river the river on one,bank of the river Arnon and the city that is,Old Testament
"September 29, 1837 ",Doctrine and Covenants 20:68,"[(7871, 2302)]",0.71444,of the Lord by the laying on of hands We,being confirmed by the laying on of the hands of,Doctrine and Covenants
"October 20, 1855 ",Moses 6:52,"[(13521, 3107)]",0.71432,name given under Heaven whereby men can be saved we,the only name which shall be given under heaven whereby,Pearl of Great Price
"July 25, 1845 ",Moses 5:24,"[(16748, 3094)]",0.71424,the Priesthood from this time forth and forever Thou shalt,For from this time forth thou shalt be the father,Pearl of Great Price
"February 8, 1854 ",Nehemiah 7:46,"[(14688, 639)]",0.7142,with [] the children we get all the children over,The Nethinims the children of Ziha the children of Hashupha the children of Tabbaoth,Old Testament
"February 8, 1854 ",Ezra 2:43,"[(14688, 595)]",0.7142,with [] the children we get all the children over,The Nethinims the children of Ziha the children of Hasupha the children of Tabbaoth,Old Testament
"February 8, 1854 ",Ezra 2:49,"[(14688, 601)]",0.71417,with [] the children we get all the children over,The children of Uzza the children of Paseah the children of Besai,Old Testament
"February 8, 1854 ",Ezra 2:47,"[(14688, 599)]",0.71417,with [] the children we get all the children over,The children of Giddel the children of Gahar the children of Reaiah,Old Testament
"February 8, 1854 ",Ezra 2:46,"[(14688, 598)]",0.71417,with [] the children we get all the children over,The children of Hagab the children of Shalmai the children of Hanan,Old Testament
"February 8, 1854 ",Ezra 2:48,"[(14688, 600)]",0.71417,with [] the children we get all the children over,The children of Rezin the children of Nekoda the children of Gazzam,Old Testament
"February 8, 1854 ",Ezra 2:45,"[(14688, 597)]",0.71417,with [] the children we get all the children over,The children of Lebanah the children of Hagabah the children of Akkub,Old Testament
"February 8, 1854 ",Ezra 2:50,"[(14688, 602)]",0.71417,with [] the children we get all the children over,The children of Asnah the children of Mehunim the children of Nephusim,Old Testament
"February 8, 1854 ",Ezra 2:54,"[(14688, 606)]",0.71417,with [] the children we get all the children over,The children of Neziah the children of Hatipha,Old Testament
"February 8, 1854 ",Nehemiah 7:54,"[(14688, 647)]",0.71417,with [] the children we get all the children over,The children of Bazlith the children of Mehida the children of Harsha,Old Testament
"February 8, 1854 ",Nehemiah 7:51,"[(14688, 644)]",0.71417,with [] the children we get all the children over,The children of Gazzam the children of Uzza the children of Phaseah,Old Testament
"February 8, 1854 ",Ezra 2:51,"[(14688, 603)]",0.71417,with [] the children we get all the children over,The children of Bakbuk the children of Hakupha the children of Harhur,Old Testament
"February 8, 1854 ",Nehemiah 7:53,"[(14688, 646)]",0.71417,with [] the children we get all the children over,The children of Bakbuk the children of Hakupha the children of Harhur,Old Testament
"February 8, 1854 ",Nehemiah 7:55,"[(14688, 648)]",0.71417,with [] the children we get all the children over,The children of Barkos the children of Sisera the children of Tamah,Old Testament
"February 8, 1854 ",Nehemiah 7:56,"[(14688, 649)]",0.71417,with [] the children we get all the children over,The children of Neziah the children of Hatipha,Old Testament
"February 8, 1854 ",Nehemiah 7:52,"[(14688, 645)]",0.71417,with [] the children we get all the children over,The children of Besai the children of Meunim the children of Nephishesim,Old Testament
"February 8, 1854 ",Nehemiah 7:58,"[(14688, 651)]",0.71417,with [] the children we get all the children over,The children of Jaala the children of Darkon the children of Giddel,Old Testament
"February 8, 1854 ",Nehemiah 7:50,"[(14688, 643)]",0.71417,with [] the children we get all the children over,The children of Reaiah the children of Rezin the children of Nekoda,Old Testament
"February 8, 1854 ",Ezra 2:44,"[(14688, 596)]",0.71417,with [] the children we get all the children over,The children of Keros the children of Siaha the children of Padon,Old Testament
"February 8, 1854 ",Nehemiah 7:49,"[(14688, 642)]",0.71417,with [] the children we get all the children over,The children of Hanan the children of Giddel the children of Gahar,Old Testament
"February 8, 1854 ",Nehemiah 7:48,"[(14688, 641)]",0.71417,with [] the children we get all the children over,The children of Lebana the children of Hagaba the children of Shalmai,Old Testament
"February 8, 1854 ",Nehemiah 7:47,"[(14688, 640)]",0.71417,with [] the children we get all the children over,The children of Keros the children of Sia the children of Padon,Old Testament
"February 8, 1854 ",Ezra 2:56,"[(14688, 608)]",0.71417,with [] the children we get all the children over,The children of Jaalah the children of Darkon the children of Giddel,Old Testament
"February 8, 1854 ",Ezra 2:53,"[(14688, 605)]",0.71417,with [] the children we get all the children over,The children of Barkos the children of Sisera the children of Thamah,Old Testament
"February 8, 1854 ",Ezra 2:52,"[(14688, 604)]",0.71417,with [] the children we get all the children over,The children of Bazluth the children of Mehida the children of Harsha,Old Testament
"March 23, 1870 ",Moses 7:48,"[(15189, 3141)]",0.71404,and Kingdom upon the Earth and wo wo is their,saying Wo wo is me the mother of men I,Pearl of Great Price
"June 27, 1839 ",Ezekiel 1:10,"[(5666, 963)]",0.71383,an angel of God appears unto man face to face,the face of a man and the face of a,Old Testament
"October 8, 1867 ",1 Kings 8:17,"[(16433, 405)]",0.71378,you in the Name of the Lord God of Israel,to build an house for the name of the Lord God of Israel,Old Testament
"October 8, 1867 ",2 Chronicles 6:7,"[(16433, 551)]",0.71378,you in the Name of the Lord God of Israel,to build an house for the name of the Lord God of Israel,Old Testament
"June 24, 1866 ",Doctrine and Covenants 138:53,"[(16074, 3073)]",0.71374,Uncle Joseph Smith Jr the Prophet and his Father Hyrum,The Prophet Joseph Smith and my father Hyrum Smith Brigham,Doctrine and Covenants
"December 19, 1841 ",3 Nephi 20:15,"[(11252, 2080)]",0.71366,I say unto you that if you do not help,And I say unto you that if the Gentiles do,Book of Mormon
"October 2, 1856 ",Alma 5:57,"[(11931, 1831)]",0.71363,Joseph Smith Jr and we say unto you that you,And now I say unto you all you that are,Book of Mormon
"July 2, 1840 ",Alma 9:21,"[(7597, 1853)]",0.71352,the gift of the Holy Ghost by the laying on,the gift of the Holy Ghost and the gift of translation,Book of Mormon
"January 13, 1856 ",Joseph Smith--History 1:39,"[(12521, 3233)]",0.71347,"Lord"" ""And He shall turn the Hearts of the Fathers",to the fathers and the hearts of the children shall,Pearl of Great Price
"April 30, 1849 ",Jeremiah 27:3,"[(18499, 856)]",0.713,house the King then said I am your king I,the king of Moab and to the king of the,Old Testament
"April 19, 1869 ",Doctrine and Covenants 89:1,"[(16708, 2619)]",0.71298,keep the Word of Wisdom I have laid the Benefit,A Word of Wisdom for the benefit of the council,Doctrine and Covenants
"September 10, 1843 ",Ephesians 4:12,"[(11443, 1333)]",0.71296,the ministry and the edifying of the body of Christ,For the perfecting of the saints for the work of the ministry for the edifying of the body of Christ,New Testament
"October 13, 1844 ",1 Chronicles 28:8,"[(2336, 539)]",0.71293,of the spirit of God the Audience was still and,of the Lord and in the audience of our God,Old Testament
"March 25, 1845 ",1 Peter 1:13,"[(4631, 1372)]",0.71284,and the revelation of JESUS CHRIST Unto me that I,to be brought unto you at the revelation of Jesus Christ,New Testament
"March 24, 1844 ",Numbers 26:58,"[(8925, 200)]",0.71279,his family and all the Smith family the heads of,the Libnites the family of the Hebronites the family of,Old Testament
"October 2, 1856 ",Jeremiah 42:20,"[(11825, 927)]",0.71255,and all that we have unto the[e] O Lord Our,the Lord our God and according unto all that the,Old Testament
"July 6, 1851 ",1 Chronicles 4:21,"[(19805, 479)]",0.7124,of the Father when the Father appointed Jesus Christ the,the father of Lecah and Laadah the father of Mareshah,Old Testament
"November 27, 1871 ",Mosiah 18:13,"[(15382, 1780)]",0.71238,spirit of the Lord rested upon him and he said,the Lord was upon him and he said Helam I,Book of Mormon
"October 20, 1855 ",Doctrine and Covenants 76:34,"[(13562, 2525)]",0.71229,sin and there is no forgiveness in this world nor,Concerning whom I have said there is no forgiveness in this world nor in the world to come,Doctrine and Covenants
"January 21, 1847 ",Exodus 13:18,"[(17772, 94)]",0.71226,the children of Israel out of the Land of Egypt,the wilderness of the Red sea and the children of Israel went up harnessed out of the land of Egypt,Old Testament
"October 20, 1855 ",Job 28:28,"[(13484, 686)]",0.71215,"""And the Angel said unto them fear not for behold",And unto man he said Behold the fear of the,Old Testament
"December 31, 1846 ",Luke 11:50,"[(17561, 1209)]",0.71212,and the gentiles have shed the blood of the Prophets,That the blood of all the prophets which was shed,New Testament
"February 23, 1848 ",Alma 13:24,"[(25535, 1892)]",0.71203,deal in the hearts of the children of men and,of preparing the hearts of the children of men to,Book of Mormon
"January 21, 1847 ",Exodus 2:23,"[(17772, 62)]",0.71201,the children of Israel out of the Land of Egypt,the king of Egypt died and the children of Israel,Old Testament
"March 10, 1844 ",Alma 13:18,"[(8916, 1885)]",0.71196,son according to the order of the priesthood [] and,of the high priesthood according to the holy order of,Book of Mormon
"December 16, 1855 ",Alma 11:5,"[(13318, 1861)]",0.71188,here we have no gold but it is not gold,of gold a shum of gold and a limnah of gold,Book of Mormon
"December 19, 1841 ",Matthew 18:19,"[(11252, 1152)]",0.71188,I say unto you that if you do not help,Again I say unto you That if two of you,New Testament
"November 10, 1872 ",Doctrine and Covenants 84:115,"[(15655, 2580)]",0.71186,their house should be left unto them Desolate and this,their judgment is nigh and their house shall be left unto them desolate,Doctrine and Covenants
"January 13, 1856 ",Doctrine and Covenants 98:16,"[(12521, 2644)]",0.71183,"Lord"" ""And He shall turn the Hearts of the Fathers",turn the hearts of the children to their fathers and the hearts of the fathers to the children,Doctrine and Covenants
"April 13, 1840 ",1 Chronicles 27:12,"[(8625, 535)]",0.71173,It being the ninth day of the first month of,The ninth captain for the ninth month was Abiezer the,Old Testament
"July 19, 1839 ",Doctrine and Covenants 124:129,"[(7152, 2804)]",0.71167,and also Orson Pratt and Heber Chase Kimball Br Parley,They are Heber C Kimball Parley P Pratt Orson Pratt,Doctrine and Covenants
"December 24, 1852 ",Moses 1:1,"[(22634, 3077)]",0.71166,will find in the words of God which He spake,The words of God which he spake unto Moses at,Pearl of Great Price
"October 7, 1856 ",Moroni 6:9,"[(12128, 2207)]",0.7115,power of God and the gift of the Holy Ghost,power of the Holy Ghost for as the power of,Book of Mormon
"April 7, 1844 ",Doctrine and Covenants 88:120,"[(892, 2616)]",0.71139,name of the Lord that you may wait for your,Lord that your outgoings may be in the name of,Doctrine and Covenants
"April 7, 1844 ",Doctrine and Covenants 109:9,"[(892, 2711)]",0.71139,name of the Lord that you may wait for your,Lord that your outgoings may be in the name of,Doctrine and Covenants
"January 7, 1848 ",2 Nephi 33:1,"[(25328, 1644)]",0.71136,the Holy Ghost a man had the more power he,the power of the Holy Ghost the power of the,Book of Mormon
"April 30, 1847 ",2 Kings 3:12,"[(24795, 428)]",0.71128,Brigham Young said it was the word of the Lord,And Jehoshaphat said The word of the Lord is with,Old Testament
"December 31, 1840 ",Doctrine and Covenants 18:32,"[(3011, 2269)]",0.71106,the gift of the Holy Ghost ^and power^ of the,to the power of the Holy Ghost which is in,Doctrine and Covenants
"January 1, 1851 ",Psalms 111:10,"[(19522, 710)]",0.71103,"fear of the Lord is the begining of wisdom[""] He",The fear of the Lord is the beginning of wisdom,Old Testament
"April 30, 1846 ",Revelation 16:6,"[(17020, 1423)]",0.71101,have not shed the blood of Prophets I will leave,For they have shed the blood of saints and prophets,New Testament
"October 7, 1856 ",Jacob 6:8,"[(12128, 1691)]",0.71094,power of God and the gift of the Holy Ghost,Christ and the power of God and the gift of,Book of Mormon
"April 6, 1852 ",Psalms 5:3,"[(21165, 692)]",0.71088,read and sung Lord in the Morning thou shalt Hear,My voice shalt thou hear in the morning O Lord,Old Testament
"January 21, 1847 ",2 Chronicles 23:1,"[(17724, 576)]",0.71087,Captains of Hundreds Captains of Fifties and Captains of Tens,the captains of hundreds Azariah the son of Jeroham and,Old Testament
"March 10, 1844 ",Nehemiah 7:45,"[(8739, 637)]",0.71071,fathers unto the Children and the hearts of the children,the children of Talmon the children of Akkub the children,Old Testament
"December 31, 1872 ",Doctrine and Covenants 138:53,"[(15738, 3073)]",0.7107,Joseph Smith Jr the Prophet 5 to Hyrum Smith Patriarch,The Prophet Joseph Smith and my father Hyrum Smith Brigham,Doctrine and Covenants
"September 5, 1841 ",2 Nephi 29:11,"[(10442, 1630)]",0.71066,of the earth and the Islands islands of the sea,south and in the islands of the sea that they,Book of Mormon
"June 12, 1837 ",Acts 2:38,"[(1198, 1266)]",0.71059,it in the name of Jesus Christ and I returned,one of you in the name of Jesus Christ for,New Testament
"February 18, 1840 ",Genesis 36:15,"[(6107, 42)]",0.71055,Granvill the late Duke father of the present Duke of,of Eliphaz the firstborn son of Esau duke Teman duke Omar duke Zepho duke Kenaz,Old Testament
"August 27, 1843 ",Doctrine and Covenants 135:6,"[(1813, 2982)]",0.7105,the Book of Mormon covenants and a prophet of God,Book of Mormon and this book of Doctrine and Covenants,Doctrine and Covenants
"April 7, 1844 ",Doctrine and Covenants 128:18,"[(846, 2874)]",0.7104,cannot be made perfect without us for it is necessary,the dead For we without them cannot be made perfect,Doctrine and Covenants
"March 10, 1844 ",Ecclesiastes 7:6,"[(8827, 723)]",0.71036,as I would the crackling of thorns under a pot,For as the crackling of thorns under a pot so is the laughter of the fool this also is vanity,Old Testament
"June 28, 1835 ",Joseph Smith--History 1:27,"[(3855, 3220)]",0.71033,one thousand eight hundred and eight miles to preach the,the twentyfirst of September one thousand eight hundred and twentythree,Pearl of Great Price
"July 7, 1839 ",2 Nephi 33:14,"[(7127, 1651)]",0.71029,behold a quorum of Twelve Apostles of the Lamb of,of the mouth of the Lamb of God behold I,Book of Mormon
"December 31, 1840 ",Daniel 7:13,"[(3183, 1021)]",0.71026,Son of Man Desends in the clouds of Heaven to,the Son of man came with the clouds of heaven,Old Testament
"July 1, 1838 ",2 Samuel 18:2,"[(8198, 375)]",0.71021,the house of God at the hand of their son,the hand of Abishai the son of Zeruiah Joab's brother,Old Testament
"August 27, 1843 ",Doctrine and Covenants 104:77,"[(1827, 2669)]",0.71016,another should be appointed in his stead to preside in,of his place and another shall be appointed in his stead,Doctrine and Covenants
"April 15, 1837 ",Mosiah 26:20,"[(1061, 1800)]",0.71012,of Ephraim^ thou shalt have a celestial crown Thou shalt,thou shalt have eternal life and thou shalt serve me,Book of Mormon
"July 31, 1849 ",Doctrine and Covenants 68:11,"[(18648, 2494)]",0.71009,gospel and spoke of the signs of the times I,signs of the times and the signs of the coming of the Son of Man,Doctrine and Covenants
"April 6, 1837 ",1 Corinthians 12:3,"[(5082, 1302)]",0.7096,by the word of God and spirit of God that,by the Spirit of God calleth Jesus accursed and that,New Testament
"June 13, 1847 ",1 Nephi 17:28,"[(24979, 1506)]",0.70948,of Israel fed with manna in the wilderness But the,And ye also know that they were fed with manna in the wilderness,Book of Mormon
"April 4, 1837 ",Abraham 1:6,"[(4810, 3160)]",0.70941,of the power of God and spirit of God and,of Libnah and the god of Mahmackrah and the god of Korash and the god of Pharaoh king of Egypt,Pearl of Great Price
"January 28, 1844 ",Numbers 26:49,"[(6227, 193)]",0.70939,of the family [] I met with the quorum of,Of Jezer the family of the Jezerites of Shillem the family of the Shillemites,Old Testament
"January 28, 1844 ",Numbers 26:39,"[(6227, 188)]",0.70939,of the family [] I met with the quorum of,Of Shupham the family of the Shuphamites of Hupham the family of the Huphamites,Old Testament
"January 28, 1844 ",Numbers 26:6,"[(6227, 171)]",0.70939,of the family [] I met with the quorum of,Of Hezron the family of the Hezronites of Carmi the family of the Carmites,Old Testament
"January 28, 1844 ",Numbers 26:16,"[(6227, 177)]",0.70939,of the family [] I met with the quorum of,Of Ozni the family of the Oznites of Eri the family of the Erites,Old Testament
"January 28, 1844 ",Numbers 26:17,"[(6227, 178)]",0.70939,of the family [] I met with the quorum of,Of Arod the family of the Arodites of Areli the family of the Arelites,Old Testament
"January 28, 1844 ",Numbers 26:57,"[(6227, 198)]",0.70939,of the family [] I met with the quorum of,of Kohath the family of the Kohathites of Merari the family of the Merarites,Old Testament
"January 28, 1844 ",Numbers 26:24,"[(6227, 181)]",0.70939,of the family [] I met with the quorum of,Of Jashub the family of the Jashubites of Shimron the family of the Shimronites,Old Testament
"July 13, 1840 ",Doctrine and Covenants 88:2,"[(7727, 2599)]",0.70938,Orphan assend into the ears of the Lord of Sabaoth,up into the ears of the Lord of Sabaoth and,Doctrine and Covenants
"January 7, 1868 ",Exodus 20:10,"[(16528, 109)]",0.70927,of the seventh Day Sabbath and spoke of the organization,But the seventh day is the sabbath of the Lord,Old Testament
"January 7, 1868 ",Deuteronomy 5:14,"[(16528, 221)]",0.70927,of the seventh Day Sabbath and spoke of the organization,But the seventh day is the sabbath of the Lord,Old Testament
"October 8, 1867 ",Isaiah 24:15,"[(16433, 771)]",0.70914,you in the Name of the Lord God of Israel,name of the Lord God of Israel in the isles of the sea,Old Testament
"January 22, 1843 ",1 Chronicles 23:13,"[(5984, 524)]",0.70914,God as was Aaron and Aaron received his Call by,The sons of Amram Aaron and Moses and Aaron was,Old Testament
"January 21, 1847 ",Mosiah 7:19,"[(17772, 1745)]",0.709,the children of Israel out of the Land of Egypt,who brought the children of Israel out of the land,Book of Mormon
"April 6, 1853 ",Acts 2:38,"[(23731, 1266)]",0.70894,you in the name of Jesus Christ of Nazareth and,one of you in the name of Jesus Christ for,New Testament
"January 21, 1847 ",Exodus 6:26,"[(17772, 78)]",0.70893,the children of Israel out of the Land of Egypt,said Bring out the children of Israel from the land of Egypt according to their armies,Old Testament
"July 13, 1840 ",Doctrine and Covenants 98:2,"[(7727, 2640)]",0.7088,Orphan assend into the ears of the Lord of Sabaoth,into the ears of the Lord of Sabaoth and are,Doctrine and Covenants
"December 24, 1852 ",Moses 5:43,"[(22637, 3101)]",0.70877,begat Sons and daughters who went out and peopled the,And Mahujael begat Methusael and other sons and daughters And Methusael begat Lamech,Pearl of Great Price
"January 22, 1843 ",Moses 1:38,"[(6043, 3079)]",0.70873,God and though the heavens and earth should pass away,And as one earth shall pass away and the heavens,Pearl of Great Price
"April 22, 1838 ",Doctrine and Covenants 135:3,"[(4059, 2955)]",0.70869,them of the fulness of the everlasting gospel that God,the fulness of the everlasting gospel which it contained to,Doctrine and Covenants
"October 30, 1841 ",Alma 51:26,"[(11136, 1982)]",0.70867,a member of the City Council of the City of,the city of Morianton and the city of Omner and,Book of Mormon
"June 11, 1843 ",John 5:26,"[(9682, 1238)]",0.70856,in himself so the Son hath power in himself then,For as the Father hath life in himself so hath he given to the Son to have life in himself,New Testament
"December 31, 1840 ",Isaiah 64:4,"[(3249, 825)]",0.70848,eye had not seen nor the ear heard nor the,heard nor perceived by the ear neither hath the eye,Old Testament
"January 6, 1856 ",Colossians 1:18,"[(12338, 1337)]",0.70846,head the Presidency of the Church is the head of,And he is the head of the body the church,New Testament
"March 10, 1844 ",Articles of Faith 1:4,"[(8662, 3289)]",0.70838,preach repentance and Baptism for the remission of sins and,Repentance third Baptism by immersion for the remission of sins,Pearl of Great Price
"July 13, 1867 ",Alma 11:5,"[(16295, 1861)]",0.70832,is great gold Excitement [] of a New gold mine,of gold a shum of gold and a limnah of gold,Book of Mormon
"September 5, 1841 ",Abraham 1:17,"[(10403, 3168)]",0.70832,Preached in the power of God and spirit of God,of Libnah and the god of Mahmackrah and the god,Pearl of Great Price
"April 15, 1837 ",Exodus 23:15,"[(1061, 113)]",0.70826,of Ephraim^ thou shalt have a celestial crown Thou shalt,Thou shalt keep the feast of unleavened bread thou shalt,Old Testament
June 20 1840 ,Psalms 146:1,"[(9125, 717)]",0.70822,Gospel herd Praise the Lord O my Soul for all,Praise ye the Lord Praise the Lord O my soul,Old Testament
"March 10, 1844 ",Doctrine and Covenants 33:11,"[(8844, 2350)]",0.70817,be baptized for the remission of your sins but he,a remission of your sins yea be baptized even by,Doctrine and Covenants
"April 7, 1844 ",Doctrine and Covenants 128:18,"[(848, 2878)]",0.70813,children and our dead for the fulness of the dispensation,the ushering in of the dispensation of the fulness of,Doctrine and Covenants
"January 21, 1847 ",2 Kings 17:7,"[(17772, 445)]",0.70804,the children of Israel out of the Land of Egypt,up out of the land of Egypt from under the,Old Testament
"July 18, 1845 ",1 Chronicles 6:79,"[(7183, 490)]",0.70799,well with her and with her child which was the,Kedemoth also with her suburbs and Mephaath with her suburbs,Old Testament
"October 21, 1855 ",Doctrine and Covenants 49:23,"[(12853, 2431)]",0.70787,thes things be when the Angel shall sound his trumpet,places to become smoothand all this when the angel shall sound his trumpet,Doctrine and Covenants
"July 2, 1840 ",1 Nephi 13:37,"[(7597, 1495)]",0.70778,the gift of the Holy Ghost by the laying on,gift and the power of the Holy Ghost and if,Book of Mormon
"June 30, 1841 ",Ezekiel 1:10,"[(10270, 963)]",0.70774,her face to face [] I also recieved 2 New,the face of a man and the face of a,Old Testament
"February 20, 1845 ",Alma 12:14,"[(6415, 1883)]",0.70771,the mountains and rocks to fall upon them to hide,command the rocks and the mountains to fall upon us to hide us from his presence,Book of Mormon
"February 2, 1851 ",Doctrine and Covenants 128:18,"[(19567, 2875)]",0.70766,Saints Neither can we be perfect without our Fathers who,neither can they without us be made perfect Neither can,Doctrine and Covenants
"January 4, 1852 ",Moses 5:17,"[(21071, 3092)]",0.70724,Abel out of the way so he killed Abel the,Abel hearkened unto the voice of the Lord And Abel,Pearl of Great Price
"April 30, 1843 ",1 Nephi 10:17,"[(8443, 1490)]",0.707,of the gift of the Holy Ghost and in no,Holy Ghost which is the gift of God unto all,Book of Mormon
"December 1, 1838 ",Revelation 22:2,"[(10782, 1436)]",0.70697,in the midst of the street but while two of,In the midst of the street of it and on,New Testament
"January 28, 1844 ",Numbers 26:26,"[(6227, 185)]",0.70695,of the family [] I met with the quorum of,the family of the Sardites of Elon the family of the Elonites of Jahleel the family of the Jahleelites,Old Testament
"January 28, 1844 ",Numbers 26:44,"[(6227, 190)]",0.70695,of the family [] I met with the quorum of,the family of the Jimnites of Jesui the family of the Jesuites of Beriah the family of the Beriites,Old Testament
"January 28, 1844 ",Numbers 26:35,"[(6227, 187)]",0.70695,of the family [] I met with the quorum of,Shuthelah the family of the Shuthalhites of Becher the family of the Bachrites of Tahan the family of the Tahanites,Old Testament
"July 9, 1844 ",Doctrine and Covenants 135:3,"[(7966, 2948)]",0.70692,the Death of President Joseph Smith Jr the Prophet Seer,Joseph Smith the Prophet and Seer of the Lord has,Doctrine and Covenants
"October 3, 1856 ",Psalms 129:8,"[(11957, 714)]",0.70688,you in the name of the Lord and Brother Woodruff,the Lord be upon you we bless you in the name of the Lord,Old Testament
"July 22, 1849 ",Amos 3:7,"[(18638, 1029)]",0.70669,the Lord God will do nothing but He revealeth his secrets to his servants the prophets I was quite unwell,Surely the Lord God will do nothing but he revealeth his secret unto his servants the prophets,Old Testament
"June 26, 1849 ",Ezekiel 11:5,"[(18606, 970)]",0.70665,the spirit of the Lord upon me and spoke very,And the Spirit of the Lord fell upon me and,Old Testament
April 26 1839 ,Mosiah 26:7,"[(5261, 1794)]",0.7066,by the Twelve High Priests Elders and Priests on the,the priests and delivered up unto the priests by the,Book of Mormon
"September 26, 1847 ",Alma 24:15,"[(25205, 1921)]",0.70659,horses that we had as much as we could do,it has been as much as we could do to,Book of Mormon
"January 28, 1844 ",Numbers 26:12,"[(6227, 174)]",0.70648,of the family [] I met with the quorum of,family of the Nemuelites of Jamin the family of the Jaminites of Jachin the family of the Jachinites,Old Testament
"January 28, 1844 ",Numbers 26:15,"[(6227, 176)]",0.70648,of the family [] I met with the quorum of,family of the Zephonites of Haggi the family of the Haggites of Shuni the family of the Shunites,Old Testament
"December 31, 1872 ",Doctrine and Covenants 128:21,"[(15683, 2890)]",0.70646,the Church of Jesus Christ of Latterday Saints I Travelled,tribulations of this Church of Jesus Christ of Latterday Saints!,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:40,"[(17823, 3061)]",0.70634,only in that I have left a witness of my,Have I not delivered you from your enemies only in that I have left a witness of my name,Doctrine and Covenants
"September 25, 1840 ",Doctrine and Covenants 118:5,"[(10953, 2746)]",0.70627,about to take my leave of the saints in that,Let them take leave of my saints in the city,Doctrine and Covenants
"July 12, 1837 ",Ezekiel 10:14,"[(7759, 968)]",0.70619,face to face and teach them the things of the,the face of a man and the third the face,Old Testament
"April 6, 1852 ",Jarom 1:15,"[(21305, 1702)]",0.70618,He would deliver the plates into his hands he went,And I deliver these plates into the hands of my,Book of Mormon
"March 10, 1844 ",Nehemiah 13:29,"[(8834, 678)]",0.70615,the fulness of the Priesthood and the priesthood that he,priesthood and the covenant of the priesthood and of the Levites,Old Testament
"August 28, 1846 ",Psalms 60:1,"[(17320, 699)]",0.70608,Son thou hast spoken well I have all thou hast,O God thou hast cast us off thou hast scattered,Old Testament
"April 30, 1847 ",Haggai 1:1,"[(24823, 1073)]",0.70604,by the word of the Lord come unto us as,the word of the Lord by Haggai the prophet unto,Old Testament
"March 10, 1844 ",Ezra 2:43,"[(8739, 595)]",0.70595,fathers unto the Children and the hearts of the children,The Nethinims the children of Ziha the children of Hasupha the children of Tabbaoth,Old Testament
